 6.32802e+03  9.27443e-01
 6.32831e+03  1.45781e+00
 6.32859e+03  1.22869e+00
 6.32888e+03  1.06783e+00
 6.32917e+03  1.39768e+00
 6.32946e+03  1.24703e+00
 6.32975e+03  9.43949e-01
 6.33004e+03  1.02992e+00
 6.33032e+03  1.42554e+00
 6.33061e+03  1.51802e+00
 6.33090e+03  1.32338e+00
 6.33119e+03  8.47533e-01
 6.33148e+03  8.61243e-01
 6.33177e+03  8.53621e-01
 6.33206e+03  1.13214e+00
 6.33234e+03  8.38461e-01
 6.33263e+03  1.02567e+00
 6.33292e+03  1.19835e+00
 6.33321e+03  9.31939e-01
 6.33350e+03  1.23200e+00
 6.33379e+03  1.23064e+00
 6.33407e+03  9.67060e-01
 6.33436e+03  1.38221e+00
 6.33465e+03  1.20388e+00
 6.33494e+03  8.49260e-01
 6.33523e+03  7.63344e-01
 6.33552e+03  1.15364e+00
 6.33580e+03  1.09603e+00
 6.33609e+03  9.99360e-01
 6.33638e+03  1.01017e+00
 6.33667e+03  1.17614e+00
 6.33696e+03  7.64741e-01
 6.33725e+03  5.40096e-01
 6.33754e+03  8.49331e-01
 6.33782e+03  1.08281e+00
 6.33811e+03  1.52579e+00
 6.33840e+03  1.45480e+00
 6.33869e+03  1.27196e+00
 6.33898e+03  1.34751e+00
 6.33927e+03  8.71311e-01
 6.33955e+03  9.47507e-01
 6.33984e+03  9.74782e-01
 6.34013e+03  1.27291e+00
 6.34042e+03  9.59717e-01
 6.34071e+03  1.13040e+00
 6.34100e+03  1.31775e+00
 6.34128e+03  1.16731e+00
 6.34157e+03  1.19815e+00
 6.34186e+03  9.60730e-01
 6.34215e+03  1.00459e+00
 6.34244e+03  1.15762e+00
 6.34273e+03  1.06982e+00
 6.34302e+03  1.00720e+00
 6.34330e+03  1.07104e+00
 6.34359e+03  1.19513e+00
 6.34388e+03  9.00635e-01
 6.34417e+03  1.04975e+00
 6.34446e+03  8.51942e-01
 6.34475e+03  9.98036e-01
 6.34503e+03  1.23132e+00
 6.34532e+03  9.32095e-01
 6.34561e+03  1.28726e+00
 6.34590e+03  1.49553e+00
 6.34619e+03  1.12059e+00
 6.34648e+03  8.99826e-01
 6.34676e+03  1.14809e+00
 6.34705e+03  1.15770e+00
 6.34734e+03  8.90043e-01
 6.34763e+03  1.03935e+00
 6.34792e+03  9.92924e-01
 6.34821e+03  1.36897e+00
 6.34850e+03  1.20582e+00
 6.34878e+03  1.00504e+00
 6.34907e+03  1.19302e+00
 6.34936e+03  1.19714e+00
 6.34965e+03  1.11026e+00
 6.34994e+03  1.11234e+00
 6.35023e+03  9.28429e-01
 6.35051e+03  1.08745e+00
 6.35080e+03  1.10880e+00
 6.35109e+03  9.64034e-01
 6.35138e+03  8.04962e-01
 6.35167e+03  9.72010e-01
 6.35196e+03  8.27203e-01
 6.35224e+03  1.07285e+00
 6.35253e+03  1.07245e+00
 6.35282e+03  1.01217e+00
 6.35311e+03  8.85489e-01
 6.35340e+03  9.18654e-01
 6.35369e+03  1.15305e+00
 6.35398e+03  1.18141e+00
 6.35426e+03  1.21710e+00
 6.35455e+03  1.38117e+00
 6.35484e+03  8.87478e-01
 6.35513e+03  9.61616e-01
 6.35542e+03  1.35705e+00
 6.35571e+03  1.12337e+00
 6.35599e+03  1.03707e+00
 6.35628e+03  1.67699e+00
 6.35657e+03  9.49658e-01
 6.35686e+03  1.28000e+00
 6.35715e+03  1.31606e+00
 6.35744e+03  1.05207e+00
 6.35772e+03  1.18979e+00
 6.35801e+03  1.18100e+00
 6.35830e+03  8.76881e-01
 6.35859e+03  9.14460e-01
 6.35888e+03  1.36401e+00
 6.35917e+03  6.22400e-01
 6.35946e+03  9.39234e-01
 6.35974e+03  9.84851e-01
 6.36003e+03  6.71216e-01
 6.36032e+03  1.40041e+00
 6.36061e+03  9.17372e-01
 6.36090e+03  8.34430e-01
 6.36119e+03  1.03494e+00
 6.36147e+03  1.20143e+00
 6.36176e+03  1.24534e+00
 6.36205e+03  8.89339e-01
 6.36234e+03  1.11215e+00
 6.36263e+03  1.03184e+00
 6.36292e+03  1.10707e+00
 6.36320e+03  9.12511e-01
 6.36349e+03  1.06021e+00
 6.36378e+03  9.53394e-01
 6.36407e+03  1.16105e+00
 6.36436e+03  1.26700e+00
 6.36465e+03  1.28566e+00
 6.36493e+03  1.21294e+00
 6.36522e+03  1.00409e+00
 6.36551e+03  9.50399e-01
 6.36580e+03  1.00410e+00
 6.36609e+03  1.08624e+00
 6.36638e+03  1.02724e+00
 6.36667e+03  1.11439e+00
 6.36695e+03  1.08755e+00
 6.36724e+03  1.00965e+00
 6.36753e+03  1.01034e+00
 6.36782e+03  9.26790e-01
 6.36811e+03  9.39638e-01
 6.36840e+03  9.95718e-01
 6.36868e+03  1.10446e+00
 6.36897e+03  1.04207e+00
 6.36926e+03  1.26004e+00
 6.36955e+03  1.36790e+00
 6.36984e+03  1.64404e+00
 6.37013e+03  1.91412e+00
 6.37041e+03  1.19364e+00
 6.37070e+03  1.29220e+00
 6.37099e+03  1.33296e+00
 6.37128e+03  1.27787e+00
 6.37157e+03  9.40063e-01
 6.37186e+03  1.13584e+00
 6.37215e+03  1.02660e+00
 6.37243e+03  1.00146e+00
 6.37272e+03  1.06125e+00
 6.37301e+03  9.60940e-01
 6.37330e+03  1.17579e+00
 6.37359e+03  9.22013e-01
 6.37388e+03  6.93869e-01
 6.37416e+03  9.01219e-01
 6.37445e+03  8.32498e-01
 6.37474e+03  1.23925e+00
 6.37503e+03  1.01241e+00
 6.37532e+03  1.00902e+00
 6.37561e+03  7.38784e-01
 6.37589e+03  1.12071e+00
 6.37618e+03  9.75224e-01
 6.37647e+03  9.70218e-01
 6.37676e+03  9.30889e-01
 6.37705e+03  1.13465e+00
 6.37734e+03  1.13803e+00
 6.37762e+03  1.02267e+00
 6.37791e+03  9.73787e-01
 6.37820e+03  9.47464e-01
 6.37849e+03  1.06276e+00
 6.37878e+03  1.07226e+00
