54525.009 15.77 0.02 16.08 -0.314573443906
54530.4895 15.61 0.02 15.93 -0.324022229582
54532.4993 15.49 0.02 15.82 -0.329324560678
54534.4893 15.4 0.02 15.74 -0.336212573126
54536.4256 15.38 0.02 15.72 -0.336326739068
54541.5133 15.44 0.02 15.76 -0.324538867096
54551.48 15.7 0.03 16.01 -0.310229476824
54566.439 15.86 0.02 16.18 -0.315059182448
54568.1501 15.86 0.01 16.2 -0.343547033811
54569.3929 15.94 0.03 16.24 -0.304780593369
54580.4041 16.08 0.05 16.39 -0.314560419398
54584.3778 16.19 0.04 16.49 -0.301701658442
54588.382 16.19 0.02 16.5 -0.314417491112
54589.0234 16.14 0.01 16.49 -0.348095364065
54594.0057 16.27 0.01 16.56 -0.288335812673
54594.9787 16.28 0.01 16.62 -0.340572374195
54596.327 16.32 0.03 16.64 -0.321527979559
54608.2687 17.24 0.07 17.38 -0.139125259797
54623.2169 17.76 0.08 17.91 -0.145391459162
54626.9751 17.63 0.02 17.55 0.0806091948151
