54525.009 16.03 0.01 15.9 0.132826164692
54530.4895 16.04 0.01 15.91 0.1308022738
54532.4993 16.07 0.01 15.94 0.129844782795
54534.4893 16.1 0.02 15.97 0.129521850901
54536.4256 16.2 0.01 16.07 0.128322630957
54541.5133 16.44 0.01 16.31 0.126157792305
54551.48 16.96 0.04 16.84 0.119899184007
54566.439 17.61 0.04 17.5 0.110630541837
54568.1501 17.79 0.01 17.64 0.151753807146
54569.3929 17.72 0.06 17.61 0.109166941124
54580.4041 17.91 0.16 17.8 0.105658827943
54584.3778 18.17 0.09 18.07 0.10099092317
54588.382 18.39 0.06 18.29 0.0975603091347
54589.0234 18.53 0.02 18.35 0.176521142187
54594.0057 18.82 0.04 18.64 0.183754574871
54594.9787 18.76 0.1 18.6 0.160489172576
54596.327 18.8 0.1 18.7 0.0954784678924
54608.2687 19.23 0.32 19.1 0.130822990359
54626.9751 20.42 0.13 20.3 0.115086097911
