54525.009 15.99 0.02 15.89 0.095976219075
54530.4895 15.9 0.02 15.8 0.100142875813
54532.4993 15.86 0.01 15.75 0.105044147694
54534.4893 15.86 0.02 15.75 0.109893086658
54536.4256 15.9 0.02 15.79 0.11275355303
54541.5133 16.06 0.02 15.95 0.113279858168
54551.48 16.42 0.03 16.3 0.115470756516
54566.439 16.76 0.03 16.64 0.121375181151
54568.1501 16.81 0.01 16.69 0.122768755577
54569.3929 16.84 0.04 16.72 0.123119349408
54580.4041 17.04 0.08 16.92 0.121245536806
54584.3778 17.16 0.03 17.03 0.125542853541
54588.382 17.23 0.04 17.1 0.128029785493
54589.0234 17.26 0.01 17.12 0.135416074443
54594.0057 17.46 0.01 17.32 0.140030892453
54594.9787 17.49 0.02 17.36 0.13080194216
54596.327 17.6 0.06 17.47 0.130525034677
54608.2687 18.76 0.21 18.69 0.073074930571
54623.2169 18.87 0.16 18.73 0.1444339375
54626.9751 19.56 0.08 19.42 0.136909732945
