#Name		A_V	v_helio(km/s)	explosion	err	l_plat	s2      err s2	plateau	v_CMB err_v_cmb	
sn2006ee	0.167	4620	19	2453961.9	4	85.17	0.27	0.02	20	4343	27	SCM	
sn2007od	0.100	1734	3	2454400.6	5 	80	1.55	0.01	20	1377	25	SCM	
sn2008aw	0.111	3110	4	2454517.8	10	75.83	2.25	0.03	37.5	3438	23	SCM	
sn2009N 	0.057	1036	2	2454846.8	5 	89.50	0.34	0.01	20	1386	25	SCM	
