SN2007ld
filter u_sdss
54346.2	24.1	1.295
54348.2	21.992	0.41
54356.2	25.986	0.739
54357.1	26.703	0.363
54358.1	22.82	0.554
54366.1	23.288	2.13
54379.2	17.992	0.018
54381.2	18.069	0.026
54382.2	18.075	0.044
54383.2	18.116	0.039
54385.2	18.256	0.019
54386.2	18.383	0.035
54387.2	18.486	0.035
54388.2	18.565	0.04
54393.2	19.252	0.046
54394.2	19.333	0.089
54396.1	19.809	0.141
54402.2	20.504	0.239
54403.1	20.375	0.069
54404.1	20.303	0.076
54406.1	20.607	0.086
54408.1	20.675	0.081
54410.1	20.941	0.129
54412.1	21.076	0.121
54413.1	21.373	0.176
54415.1	21.043	0.115
54416.1	21.264	0.13
54418.1	21.109	0.113
54421.1	21.565	0.381
54422.1	21.248	0.359
54423.1	21.8	0.468
54424.1	22.46	0.864
54431.1	21.782	0.831
filter g_sdss
54346.2	24.652	0.655
54348.2	24.925	0.94
54356.2	24.956	0.679
54357.2	24.694	0.515
54358.1	25.886	0.688
54365.1	27.209	0.653
54366.1	26.437	1.653
54379.2	17.909	0.007
54381.2	17.927	0.016
54382.2	17.945	0.016
54383.2	17.944	0.015
54385.2	17.97	0.017
54386.2	18.039	0.011
54387.2	18.037	0.018
54388.2	18.113	0.012
54392.2	18.297	0.023
54393.2	18.328	0.009
54394.2	18.386	0.035
54396.1	18.464	0.019
54402.2	18.719	0.018
54403.1	18.733	0.014
54404.1	18.736	0.012
54406.1	18.829	0.014
54408.1	18.845	0.012
54410.1	18.877	0.018
54412.1	18.942	0.011
54413.1	18.965	0.012
54415.1	19.034	0.011
54416.1	19.004	0.011
54418.1	19.034	0.014
54421.1	19.058	0.025
54422.1	19.124	0.018
54423.1	19.09	0.022
54431.1	19.251	0.052
filter r_sdss
54346.2	24.821	0.803
54348.2	26.513	0.415
54356.2	24.385	0.64
54357.1	23.765	0.419
54358.1	25.851	0.552
54365.1	23.217	1.07
54366.1	26.498	0.807
54379.2	17.916	0.011
54381.2	17.939	0.018
54382.2	17.941	0.022
54383.2	17.92	0.013
54385.2	17.936	0.007
54386.2	17.971	0.01
54387.2	17.97	0.013
54388.2	18.012	0.01
54393.2	18.119	0.007
54394.2	18.141	0.028
54396.1	18.184	0.016
54402.2	18.196	0.024
54403.1	18.28	0.011
54404.1	18.229	0.018
54406.1	18.284	0.013
54408.1	18.304	0.014
54410.1	18.322	0.012
54412.1	18.347	0.01
54413.1	18.353	0.021
54415.1	18.384	0.009
54416.1	18.386	0.01
54418.1	18.372	0.016
54421.1	18.402	0.016
54422.1	18.376	0.019
54423.1	18.412	0.014
54431.1	18.503	0.025
filter i_sdss
54346.2	23.993	0.656
54348.2	23.386	0.723
54356.2	24.945	0.591
54357.1	23.452	0.475
54358.1	25.061	0.589
54365.1	22.325	0.483
54366.1	25.707	0.734
54379.2	17.999	0.013
54381.2	17.977	0.012
54382.2	18.003	0.016
54383.2	17.969	0.014
54385.2	17.97	0.011
54386.2	17.993	0.007
54387.2	17.992	0.012
54388.2	18.037	0.012
54392.2	18.13	0.048
54393.2	18.145	0.009
54394.2	18.17	0.028
54396.1	18.167	0.019
54402.2	18.235	0.016
54403.1	18.264	0.012
54404.1	18.241	0.017
54406.1	18.269	0.016
54408.1	18.259	0.021
54410.1	18.274	0.016
54412.1	18.305	0.01
54413.1	18.291	0.014
54415.1	18.286	0.01
54416.1	18.312	0.012
54418.1	18.299	0.015
54421.1	18.348	0.016
54422.1	18.359	0.021
54423.1	18.347	0.012
54424.1	18.347	0.02
54431.1	18.34	0.025
filter z_sdss
54346.2	23.077	0.778
54348.2	23.264	0.816
54356.2	23.327	0.627
54357.1	22.782	0.747
54358.1	21.62	0.456
54365.1	21.396	0.579
54366.1	23.459	0.79
54379.2	18.055	0.024
54381.2	18.06	0.037
54382.2	18.017	0.053
54383.2	18.001	0.026
54385.2	18.092	0.031
54386.2	18.012	0.02
54387.2	18.162	0.034
54388.2	18.105	0.028
54392.2	18.195	0.051
54393.2	18.177	0.025
54394.2	18.146	0.047
54396.1	18.258	0.042
54402.2	18.325	0.047
54403.1	18.291	0.027
54404.1	18.302	0.036
54406.1	18.306	0.039
54408.1	18.251	0.028
54410.1	18.372	0.038
54412.1	18.32	0.032
54413.1	18.343	0.034
54415.1	18.337	0.031
54416.1	18.311	0.033
54418.1	18.39	0.034
54421.1	18.347	0.04
54422.1	18.38	0.043
54423.1	18.356	0.039
54424.1	18.405	0.04
54425.1	18.346	0.044
54431.1	18.435	0.091
