3401.22 -3.67213e-17 6.29316e-17
3404.59 -7.61608e-17 6.27808e-17
3407.95 -6.00912e-17 6.3753e-17
3411.31 1.94805e-17 6.3505e-17
3414.68 -3.83706e-18 6.32718e-17
3418.04 -8.78501e-17 6.1964e-17
3421.4 -9.48977e-17 6.35864e-17
3424.77 -4.95622e-17 6.37699e-17
3428.13 -2.79345e-18 6.17579e-17
3431.49 -1.459e-17 6.11979e-17
3434.86 -2.51196e-17 6.1542e-17
3438.22 -1.40868e-17 6.06692e-17
3441.58 4.35476e-17 6.19231e-17
3444.95 1.10068e-17 6.08306e-17
3448.31 1.3103e-16 6.28529e-17
3451.67 1.926e-16 6.28593e-17
3455.04 1.27128e-17 5.88065e-17
3458.4 -3.65165e-17 5.97114e-17
3461.76 -3.17941e-17 6.02025e-17
3465.13 6.29011e-17 5.93316e-17
3468.49 -1.31252e-16 6.25419e-17
3471.85 -8.55861e-17 6.15152e-17
3475.22 -2.86989e-17 6.11942e-17
3478.58 1.29574e-16 6.28248e-17
3481.94 -1.14948e-17 5.94873e-17
3485.31 3.24852e-18 6.07505e-17
3488.67 9.75628e-17 6.03425e-17
3492.03 5.6812e-17 5.98248e-17
3495.4 4.74118e-17 6.06464e-17
3498.76 1.19831e-16 6.18204e-17
3502.12 -1.09512e-17 5.87409e-17
3505.49 -3.30635e-17 5.97328e-17
3508.85 -1.54233e-17 5.83215e-17
3512.21 -1.03882e-18 5.90167e-17
3515.58 -1.69251e-17 5.84862e-17
3518.94 -7.18447e-17 5.8625e-17
3522.3 8.92487e-17 6.29358e-17
3525.67 1.0322e-16 5.85738e-17
3529.03 -3.41237e-17 5.76614e-17
3532.39 9.2037e-17 5.87521e-17
3535.76 1.08354e-16 5.7338e-17
3539.12 1.0076e-16 5.57161e-17
3542.48 5.94424e-17 5.38268e-17
3545.85 -4.20323e-17 5.36975e-17
3549.21 -7.29833e-17 5.27756e-17
3552.57 -1.68205e-16 5.20772e-17
3555.94 -2.44456e-17 4.96833e-17
3559.3 -8.37548e-18 4.98416e-17
3562.66 5.45827e-17 4.69096e-17
3566.03 -2.72788e-17 4.40946e-17
3569.39 1.27017e-17 4.21315e-17
3572.75 3.68251e-17 4.18133e-17
3576.12 4.31532e-17 4.03036e-17
3579.48 -2.87643e-17 4.13179e-17
3582.85 -1.48885e-17 3.95051e-17
3586.21 -4.91611e-18 3.76267e-17
3589.57 -1.84295e-17 3.74035e-17
3592.94 8.23383e-18 3.56364e-17
3596.3 -1.70543e-17 3.49622e-17
3599.66 1.46209e-17 3.44566e-17
3603.03 -3.81024e-18 3.47993e-17
3606.39 -4.35358e-17 3.54779e-17
3609.75 -2.69951e-17 3.34754e-17
3613.12 2.29371e-17 3.23775e-17
3616.48 -2.28725e-17 3.1888e-17
3619.84 2.92041e-18 3.0918e-17
3623.21 2.90375e-17 3.02401e-17
3626.57 3.42983e-17 2.92395e-17
3629.93 1.36836e-17 2.87268e-17
3633.3 -2.36583e-17 2.79588e-17
3636.66 -3.21574e-17 2.89311e-17
3640.02 -2.12959e-18 2.80873e-17
3643.39 4.44552e-18 2.71813e-17
3646.75 -2.00513e-17 2.658e-17
3650.11 -4.50359e-17 2.63996e-17
3653.48 -1.24315e-17 2.53367e-17
3656.84 1.24923e-17 2.49579e-17
3660.2 -6.09188e-19 2.50673e-17
3663.57 6.64983e-17 2.46764e-17
3666.93 -1.72161e-17 2.32532e-17
3670.29 -5.88391e-18 2.30573e-17
3673.66 5.31843e-18 2.21925e-17
3677.02 5.70628e-17 2.27831e-17
3680.38 6.35817e-17 2.25801e-17
3683.75 2.83047e-17 2.16032e-17
3687.11 6.55691e-17 2.2172e-17
3690.47 6.49034e-17 2.21712e-17
3693.84 2.15561e-17 2.13985e-17
3697.2 2.16711e-17 2.08158e-17
3700.56 3.03019e-17 2.05117e-17
3703.93 5.15983e-17 2.10151e-17
3707.29 5.88741e-18 2.00514e-17
3710.65 1.72876e-17 1.98055e-17
3714.02 7.80345e-18 1.89832e-17
3717.38 2.85044e-17 1.78838e-17
3720.74 2.6741e-17 1.78228e-17
3724.11 2.56585e-17 1.85184e-17
3727.47 2.23117e-17 1.78921e-17
3730.83 4.68696e-17 1.79286e-17
3734.2 2.50466e-17 1.76075e-17
3737.56 -3.17513e-18 1.72847e-17
3740.92 1.01217e-18 1.63923e-17
3744.29 -2.20865e-17 1.62576e-17
3747.65 2.57805e-17 1.64211e-17
3751.01 1.92037e-17 1.60584e-17
3754.38 3.38544e-17 1.57776e-17
3757.74 1.79266e-17 1.54305e-17
3761.1 7.84299e-18 1.48027e-17
3764.47 2.43588e-17 1.46365e-17
3767.83 -3.04586e-18 1.44166e-17
3771.19 2.11728e-17 1.40064e-17
3774.56 1.79197e-17 1.39097e-17
3777.92 2.18748e-17 1.38483e-17
3781.28 4.01222e-17 1.41211e-17
3784.65 2.66962e-17 1.38429e-17
3788.01 1.48641e-17 1.34699e-17
3791.37 -6.54026e-20 1.32887e-17
3794.74 1.69346e-17 1.29463e-17
3798.1 5.57943e-18 1.22559e-17
3801.46 1.09713e-17 1.21929e-17
3804.83 -2.22748e-17 1.20695e-17
3808.19 1.09984e-17 1.21715e-17
3811.55 2.15091e-17 1.18491e-17
3814.92 1.89357e-17 1.17783e-17
3818.28 2.98974e-17 1.18526e-17
3821.64 1.57666e-17 1.14581e-17
3825.01 2.58424e-17 1.16583e-17
3828.37 1.00887e-17 1.13393e-17
3831.73 1.40478e-17 1.10308e-17
3835.1 1.5988e-17 1.09533e-17
3838.46 2.08297e-18 1.05528e-17
3841.82 4.05944e-17 1.08451e-17
3845.19 3.3353e-17 1.08469e-17
3848.55 1.41396e-17 1.02245e-17
3851.91 6.86142e-18 9.81655e-18
3855.28 1.56818e-17 9.77201e-18
3858.64 3.0606e-17 9.61707e-18
3862 4.08078e-17 9.86518e-18
3865.37 4.1218e-17 9.93654e-18
3868.73 2.9288e-17 9.31725e-18
3872.09 3.93925e-17 9.46617e-18
3875.46 4.9887e-17 9.32977e-18
3878.82 4.69957e-17 9.446e-18
3882.18 5.5304e-17 9.26589e-18
3885.55 3.95603e-17 8.78513e-18
3888.91 4.51621e-17 8.79678e-18
3892.28 3.63006e-17 8.6424e-18
3895.64 5.06601e-17 8.9388e-18
3899 5.36818e-17 8.92318e-18
3902.37 4.7455e-17 8.82516e-18
3905.73 4.1475e-17 8.79513e-18
3909.09 3.43633e-17 8.75806e-18
3912.46 5.32436e-17 9.0455e-18
3915.82 5.56858e-17 8.64481e-18
3919.18 4.97796e-17 8.4474e-18
3922.55 5.36522e-17 8.38214e-18
3925.91 7.88333e-17 8.59106e-18
3929.27 5.95997e-17 8.21212e-18
3932.64 6.15072e-17 8.11177e-18
3936 4.22426e-17 7.77023e-18
3939.36 6.10823e-17 8.10736e-18
3942.73 6.52701e-17 8.17324e-18
3946.09 5.91151e-17 8.0567e-18
3949.45 7.47235e-17 8.18383e-18
3952.82 8.47488e-17 8.27799e-18
3956.18 4.99117e-17 7.57377e-18
3959.54 4.92136e-17 7.49377e-18
3962.91 5.47896e-17 7.46039e-18
3966.27 6.59724e-17 7.44677e-18
3969.63 6.62565e-17 7.42078e-18
3973 6.20494e-17 7.32792e-18
3976.36 5.2959e-17 7.13578e-18
3979.72 5.90599e-17 7.38757e-18
3983.09 4.53822e-17 7.17685e-18
3986.45 5.10381e-17 6.92369e-18
3989.81 4.07306e-17 6.69661e-18
3993.18 5.29841e-17 6.76575e-18
3996.54 5.15186e-17 6.80184e-18
3999.9 4.51783e-17 6.68672e-18
4003.27 5.16438e-17 6.68206e-18
4006.63 5.10108e-17 6.84701e-18
4009.99 4.24143e-17 6.64854e-18
4013.36 3.08395e-17 6.44982e-18
4016.72 5.39857e-17 6.8209e-18
4020.08 5.18347e-17 6.75145e-18
4023.45 5.20615e-17 6.55447e-18
4026.81 5.70123e-17 6.54004e-18
4030.17 4.67471e-17 6.36048e-18
4033.54 4.87424e-17 6.3134e-18
4036.9 5.8383e-17 6.5915e-18
4040.26 4.80609e-17 6.4407e-18
4043.63 4.95477e-17 6.45693e-18
4046.99 6.08225e-17 6.60501e-18
4050.35 6.21522e-17 6.48955e-18
4053.72 3.8429e-17 6.15998e-18
4057.08 3.61741e-17 6.10883e-18
4060.44 5.00098e-17 6.3241e-18
4063.81 4.50379e-17 6.1878e-18
4067.17 4.9489e-17 6.24933e-18
4070.53 4.37077e-17 6.08064e-18
4073.9 3.37461e-17 5.85604e-18
4077.26 3.55987e-17 5.82268e-18
4080.62 5.04945e-17 5.98352e-18
4083.99 4.1553e-17 5.9194e-18
4087.35 3.64296e-17 5.74345e-18
4090.71 5.09998e-17 5.851e-18
4094.08 3.10741e-17 5.4408e-18
4097.44 3.11231e-17 5.35042e-18
4100.8 3.48261e-17 5.36623e-18
4104.17 3.69208e-17 5.30451e-18
4107.53 4.06679e-17 5.46214e-18
4110.89 3.46901e-17 5.35389e-18
4114.26 3.21869e-17 5.26011e-18
4117.62 3.20189e-17 5.38151e-18
4120.98 3.37081e-17 5.41272e-18
4124.35 5.06813e-17 5.56344e-18
4127.71 4.02792e-17 5.3314e-18
4131.07 4.33481e-17 5.41021e-18
4134.44 3.97021e-17 5.35498e-18
4137.8 4.32927e-17 5.35546e-18
4141.16 5.1801e-17 5.37207e-18
4144.53 4.66813e-17 5.26681e-18
4147.89 3.73751e-17 5.0981e-18
4151.25 4.40048e-17 5.24932e-18
4154.62 3.66747e-17 5.12386e-18
4157.98 4.34674e-17 5.2484e-18
4161.34 3.49731e-17 5.10235e-18
4164.71 4.07405e-17 5.18108e-18
4168.07 5.22648e-17 5.34703e-18
4171.43 3.46478e-17 4.97832e-18
4174.8 3.69179e-17 5.0105e-18
4178.16 3.57462e-17 4.95797e-18
4181.52 3.59687e-17 4.87228e-18
4184.89 3.16443e-17 4.84849e-18
4188.25 2.93571e-17 4.79885e-18
4191.62 4.30943e-17 4.94687e-18
4194.98 4.1782e-17 4.9101e-18
4198.34 4.0863e-17 4.87096e-18
4201.71 4.03346e-17 4.72196e-18
4205.07 4.11317e-17 4.69222e-18
4208.43 4.82017e-17 4.8777e-18
4211.8 3.71829e-17 4.67788e-18
4215.16 3.21833e-17 4.57402e-18
4218.52 3.36088e-17 4.61565e-18
4221.89 3.71989e-17 4.58433e-18
4225.25 3.78073e-17 4.53143e-18
4228.61 3.09208e-17 4.51902e-18
4231.98 2.4118e-17 4.36228e-18
4235.34 2.51945e-17 4.23329e-18
4238.7 3.67113e-17 4.58692e-18
4242.07 4.72063e-17 4.67485e-18
4245.43 3.58923e-17 4.45417e-18
4248.79 3.09067e-17 4.42192e-18
4252.16 2.962e-17 4.4089e-18
4255.52 3.23084e-17 4.45796e-18
4258.88 3.65972e-17 4.47546e-18
4262.25 3.54079e-17 4.35836e-18
4265.61 4.12519e-17 4.53385e-18
4268.97 4.02887e-17 4.46952e-18
4272.34 3.34831e-17 4.33831e-18
4275.7 4.7343e-17 4.58608e-18
4279.06 3.71492e-17 4.44732e-18
4282.43 4.36891e-17 4.4794e-18
4285.79 4.43617e-17 4.42286e-18
4289.15 4.75283e-17 4.4631e-18
4292.52 4.0913e-17 4.33085e-18
4295.88 3.93582e-17 4.22237e-18
4299.24 4.19476e-17 4.23874e-18
4302.61 3.806e-17 4.22078e-18
4305.97 3.94794e-17 4.19915e-18
4309.33 3.84524e-17 4.19717e-18
4312.7 3.7397e-17 4.23207e-18
4316.06 3.59653e-17 4.17919e-18
4319.42 3.73482e-17 4.17697e-18
4322.79 3.83065e-17 4.24342e-18
4326.15 4.03166e-17 4.16976e-18
4329.51 5.04297e-17 4.33178e-18
4332.88 5.12549e-17 4.35201e-18
4336.24 5.00594e-17 4.33472e-18
4339.6 4.37941e-17 4.16536e-18
4342.97 4.27663e-17 4.14573e-18
4346.33 3.94737e-17 4.10697e-18
4349.69 4.49064e-17 4.18889e-18
4353.06 4.34474e-17 4.21315e-18
4356.42 4.98262e-17 4.30403e-18
4359.78 4.93576e-17 4.29274e-18
4363.15 4.77648e-17 4.28376e-18
4366.51 5.02743e-17 4.27645e-18
4369.87 5.43467e-17 4.28779e-18
4373.24 5.23438e-17 4.22943e-18
4376.6 4.9727e-17 4.19906e-18
4379.96 5.14814e-17 4.25519e-18
4383.33 6.09078e-17 4.3531e-18
4386.69 6.30538e-17 4.37741e-18
4390.05 5.86044e-17 4.30087e-18
4393.42 6.54325e-17 4.38721e-18
4396.78 6.18122e-17 4.433e-18
4400.14 7.09529e-17 4.5061e-18
4403.51 7.39607e-17 4.5176e-18
4406.87 7.43593e-17 4.57858e-18
4410.23 7.83288e-17 4.69509e-18
4413.6 7.87504e-17 4.62947e-18
4416.96 7.00203e-17 4.52182e-18
4420.32 7.01605e-17 4.51034e-18
4423.69 8.37402e-17 4.67975e-18
4427.05 7.95315e-17 4.62758e-18
4430.41 8.19089e-17 4.57937e-18
4433.78 8.07834e-17 4.58314e-18
4437.14 8.16607e-17 4.59455e-18
4440.5 7.71811e-17 4.49165e-18
4443.87 8.4582e-17 4.55983e-18
